city,area,bathroom,parking spaces,animal,furniture,rooms
1,60,1,1,acept,furnished,1
1,88,3,2,acept,not furnished,3
1,80,2,1,acept,furnished,2
1,250,3,3,acept,not furnished,3
1,72,1,1,acept,not furnished,2
1,650,6,6,acept,not furnished,4
1,73,1,0,acept,furnished,1
1,126,3,2,acept,furnished,2
1,50,1,0,acept,not furnished,2
1,48,1,1,acept,not furnished,2
0,85,2,2,acept,not furnished,3
1,52,1,1,not acept,not furnished,1
1,250,4,3,not acept,furnished,4
1,40,1,0,not acept,not furnished,1
1,42,1,1,not acept,furnished,1
1,165,5,2,acept,furnished,4
1,138,3,2,not acept,furnished,2
1,38,1,0,not acept,not furnished,1
0,200,5,2,not acept,not furnished,4
1,35,1,1,acept,not furnished,1
1,75,1,1,acept,furnished,2
1,100,4,4,acept,not furnished,3
1,287,3,4,acept,not furnished,3
1,360,4,2,acept,not furnished,4
1,62,2,3,acept,not furnished,2
1,80,2,1,not acept,not furnished,2
1,43,1,0,acept,not furnished,2
1,157,2,0,acept,not furnished,3
1,70,1,1,acept,not furnished,3
0,56,1,1,acept,furnished,1
1,84,3,2,acept,furnished,2
1,125,3,2,acept,not furnished,4
1,62,1,0,acept,not furnished,1
1,81,2,2,acept,furnished,2
1,90,2,0,not acept,not furnished,2
1,76,2,1,acept,not furnished,3
0,62,1,0,acept,not furnished,2
1,240,2,0,acept,furnished,3
1,39,1,1,acept,furnished,1
1,51,1,1,acept,not furnished,2
1,170,6,3,not acept,not furnished,3
1,250,2,2,acept,furnished,3
1,35,1,1,not acept,furnished,1
1,200,3,2,not acept,not furnished,3
0,147,3,3,acept,not furnished,4
1,40,1,0,acept,furnished,1
1,67,1,1,acept,furnished,1
0,445,4,0,acept,not furnished,4
1,265,4,2,acept,not furnished,4
1,130,2,2,acept,furnished,2
1,39,1,1,acept,not furnished,1
1,110,2,1,not acept,not furnished,3
1,75,2,2,acept,not furnished,2
1,220,2,2,acept,not furnished,3
0,46,1,1,acept,not furnished,2
0,210,3,3,acept,not furnished,3
1,47,1,1,not acept,not furnished,2
1,120,2,1,acept,furnished,3
1,60,1,1,acept,not furnished,2
1,42,1,1,not acept,furnished,1
1,75,2,1,acept,not furnished,3
1,160,2,1,acept,not furnished,3
1,400,7,4,acept,furnished,4
1,37,1,0,not acept,not furnished,1
1,59,2,2,acept,furnished,2
0,113,3,2,acept,not furnished,3
1,120,2,1,acept,not furnished,2
1,92,2,0,acept,not furnished,3
1,93,2,2,acept,not furnished,3
1,42,1,1,acept,not furnished,2
1,236,5,4,not acept,furnished,4
1,160,2,0,acept,not furnished,3
1,450,5,8,acept,not furnished,4
1,750,4,6,acept,not furnished,4
0,68,2,2,acept,furnished,3
1,53,1,1,acept,furnished,2
1,160,3,0,acept,not furnished,2
1,49,1,1,acept,furnished,2
0,115,2,2,acept,not furnished,3
1,59,1,1,acept,not furnished,2
1,60,2,2,acept,not furnished,2
1,58,2,1,acept,not furnished,1
1,35,1,0,acept,not furnished,1
1,160,3,2,acept,furnished,2
0,60,2,1,acept,not furnished,3
1,233,2,3,acept,furnished,4
0,58,1,1,acept,not furnished,1
1,100,2,1,acept,not furnished,3
1,238,3,4,acept,not furnished,4
1,18,1,1,not acept,furnished,1
1,96,1,0,acept,furnished,2
1,49,1,1,acept,not furnished,2
1,50,1,0,acept,furnished,1
1,45,1,0,not acept,not furnished,1
0,160,2,2,acept,not furnished,3
1,80,2,2,acept,not furnished,2
1,133,3,4,acept,furnished,4
1,30,1,0,acept,not furnished,1
1,137,3,2,acept,not furnished,2
1,194,4,3,acept,not furnished,3
1,50,1,1,acept,not furnished,2
1,84,2,1,acept,not furnished,1
0,45,1,0,not acept,not furnished,1
1,301,5,4,acept,furnished,4
1,250,4,2,acept,furnished,3
1,136,2,3,acept,furnished,3
1,73,2,1,acept,not furnished,2
1,60,2,0,not acept,not furnished,1
1,110,3,2,not acept,furnished,2
1,50,1,2,not acept,furnished,2
1,100,1,1,acept,not furnished,2
1,70,2,2,not acept,furnished,2
1,82,2,1,acept,furnished,2
1,76,3,2,acept,not furnished,3
1,150,1,1,acept,not furnished,3
1,303,4,4,acept,furnished,3
1,55,1,0,acept,not furnished,2
1,70,1,0,acept,not furnished,2
0,45,2,1,acept,furnished,1
1,50,1,1,acept,furnished,2
1,62,1,1,acept,not furnished,2
1,177,5,4,acept,not furnished,4
1,50,1,1,acept,furnished,1
1,50,1,1,not acept,furnished,1
0,90,2,1,acept,not furnished,3
1,130,2,2,acept,furnished,3
0,54,1,1,acept,not furnished,1
1,30,1,0,not acept,not furnished,1
1,194,4,4,acept,not furnished,3
0,68,1,1,acept,not furnished,2
1,58,2,1,acept,not furnished,3
1,16,1,0,not acept,not furnished,1
0,74,2,2,acept,furnished,3
1,347,7,6,acept,not furnished,4
1,180,3,2,acept,not furnished,3
1,20,1,1,not acept,furnished,1
1,130,1,1,acept,not furnished,2
1,100,1,1,acept,not furnished,3
0,50,1,0,not acept,not furnished,1
1,340,4,4,acept,furnished,4
1,135,2,1,acept,furnished,2
1,130,4,2,acept,furnished,3
0,58,2,2,acept,not furnished,2
1,84,1,1,acept,not furnished,3
1,120,4,2,acept,not furnished,3
1,180,2,3,acept,not furnished,3
0,650,7,5,acept,not furnished,4
1,320,5,4,acept,not furnished,4
1,65,1,0,acept,furnished,2
1,130,2,2,acept,not furnished,3
1,72,2,2,not acept,not furnished,3
1,150,3,4,acept,furnished,3
0,70,1,1,acept,not furnished,2
1,345,3,5,acept,not furnished,3
1,20,1,0,acept,furnished,1
0,103,2,2,acept,not furnished,3
0,90,2,4,acept,not furnished,2
1,185,2,2,acept,not furnished,3
0,47,1,1,acept,not furnished,1
1,42,1,0,acept,not furnished,1
1,42,1,1,not acept,not furnished,1
1,25,1,0,not acept,not furnished,1
0,55,1,1,acept,not furnished,1
1,900,5,8,acept,not furnished,3
1,240,3,4,acept,not furnished,3
1,128,1,1,acept,furnished,2
1,120,1,1,not acept,not furnished,2
1,54,1,1,acept,not furnished,1
1,30,1,0,not acept,not furnished,1
1,120,2,2,acept,not furnished,2
1,296,5,2,acept,not furnished,4
0,230,4,4,acept,furnished,3
1,50,1,0,not acept,not furnished,2
1,95,2,0,acept,not furnished,3
1,146,4,2,acept,furnished,3
0,73,1,1,acept,not furnished,2
1,30,1,0,not acept,not furnished,1
1,35,1,1,acept,not furnished,1
1,22,1,0,acept,not furnished,1
1,386,6,3,acept,not furnished,4
1,442,6,6,acept,not furnished,5
0,30,1,0,acept,not furnished,1
1,68,2,1,not acept,not furnished,1
1,53,1,1,acept,furnished,1
1,18,1,0,acept,not furnished,1
1,321,5,2,acept,furnished,3
0,70,1,1,acept,not furnished,3
1,400,9,8,acept,not furnished,10
1,392,4,4,acept,not furnished,4
1,70,1,1,acept,not furnished,2
1,230,4,3,not acept,not furnished,4
1,138,2,1,acept,furnished,2
1,250,1,0,acept,not furnished,2
1,45,2,0,not acept,not furnished,2
1,250,3,0,acept,not furnished,4
1,80,1,1,acept,not furnished,2
1,398,5,4,acept,not furnished,4
1,200,4,5,acept,not furnished,3
1,136,3,1,acept,not furnished,3
1,46,1,0,acept,not furnished,1
1,309,5,3,acept,not furnished,4
1,54,1,1,not acept,furnished,1
1,220,5,3,acept,furnished,4
1,161,2,2,not acept,not furnished,1
1,58,1,1,acept,not furnished,2
1,83,1,1,acept,not furnished,3
1,33,1,1,acept,not furnished,1
1,170,4,2,not acept,not furnished,3
1,135,2,1,acept,furnished,3
1,50,1,2,not acept,not furnished,2
1,94,3,2,not acept,not furnished,2
1,25,1,0,not acept,not furnished,1
1,100,3,2,not acept,furnished,2
1,157,5,3,acept,not furnished,3
1,100,2,2,acept,not furnished,3
1,120,1,0,acept,not furnished,3
1,45,1,2,acept,not furnished,1
1,64,2,1,acept,furnished,2
1,265,6,3,not acept,not furnished,4
1,20,1,0,acept,furnished,1
1,50,2,0,not acept,not furnished,2
1,70,2,1,acept,not furnished,3
1,273,4,2,not acept,not furnished,4
1,250,3,4,acept,furnished,3
1,100,1,0,acept,not furnished,1
1,90,1,0,acept,not furnished,2
1,256,3,2,not acept,not furnished,3
1,92,1,1,acept,not furnished,2
1,124,3,2,acept,not furnished,3
1,218,3,3,acept,furnished,3
1,57,2,1,acept,not furnished,2
0,650,4,8,acept,not furnished,4
1,220,4,2,not acept,not furnished,3
0,55,2,1,not acept,not furnished,1
1,55,2,1,acept,not furnished,2
1,58,1,1,not acept,furnished,2
1,42,1,1,acept,furnished,1
1,202,4,3,acept,furnished,3
1,130,2,0,acept,not furnished,2
1,52,1,1,acept,not furnished,1
1,75,2,0,acept,not furnished,2
1,420,6,4,acept,not furnished,4
1,277,4,0,not acept,not furnished,3
1,100,1,1,acept,furnished,1
0,420,7,3,acept,furnished,5
1,207,5,4,acept,not furnished,3
1,25,1,0,acept,not furnished,1
1,100,2,1,acept,not furnished,3
1,108,2,1,acept,furnished,2
1,55,1,1,not acept,furnished,1
1,40,1,0,not acept,not furnished,1
1,46,1,1,not acept,not furnished,1
1,138,3,2,acept,furnished,3
1,50,3,0,not acept,not furnished,2
0,54,1,1,acept,not furnished,1
1,22,1,0,not acept,not furnished,1
1,62,1,1,acept,not furnished,3
1,380,3,2,not acept,furnished,4
1,80,1,1,not acept,furnished,2
1,70,1,1,acept,not furnished,2
1,214,5,4,not acept,furnished,5
1,193,3,3,not acept,not furnished,3
1,50,2,0,acept,not furnished,2
1,305,4,4,acept,not furnished,3
1,110,2,1,acept,not furnished,2
1,63,2,1,acept,not furnished,2
1,202,4,3,acept,not furnished,4
1,70,3,0,acept,not furnished,4
0,110,3,2,acept,not furnished,3
1,80,1,0,acept,furnished,1
1,58,2,1,not acept,not furnished,2
1,149,3,2,not acept,not furnished,3
1,50,1,0,acept,not furnished,2
1,200,3,2,acept,not furnished,4
1,200,3,4,acept,not furnished,3
0,660,7,4,acept,not furnished,5
1,100,2,1,acept,not furnished,3
1,91,2,2,acept,furnished,1
1,113,2,1,acept,not furnished,2
0,48,1,1,acept,not furnished,2
1,140,3,2,acept,not furnished,3
0,155,3,2,acept,not furnished,3
1,280,6,5,acept,not furnished,4
1,55,1,0,acept,not furnished,1
1,360,5,4,acept,not furnished,4
0,60,1,1,acept,not furnished,1
1,32,1,0,acept,not furnished,1
1,79,3,2,acept,furnished,3
1,300,6,4,acept,not furnished,4
1,50,2,1,acept,furnished,2
1,78,2,2,acept,not furnished,3
1,80,1,0,acept,not furnished,3
1,50,1,1,not acept,not furnished,1
1,110,2,2,not acept,not furnished,2
1,280,3,6,acept,furnished,4
1,64,1,1,acept,not furnished,2
0,37,1,0,not acept,furnished,1
1,30,1,1,not acept,furnished,1
1,50,1,1,acept,not furnished,1
1,215,2,0,not acept,not furnished,3
1,80,2,1,acept,not furnished,3
0,320,3,2,acept,furnished,3
1,336,5,3,acept,furnished,3
1,125,4,5,acept,not furnished,3
1,106,1,2,acept,furnished,1
1,40,1,1,not acept,not furnished,1
1,80,2,0,not acept,not furnished,1
1,120,3,3,acept,not furnished,4
1,23,1,0,acept,not furnished,1
1,60,1,0,acept,not furnished,2
1,45,1,1,not acept,not furnished,2
1,110,1,1,acept,not furnished,1
1,42,1,1,acept,not furnished,1
1,120,2,3,acept,furnished,4
1,78,2,2,not acept,furnished,1
1,127,3,2,acept,not furnished,3
1,63,2,2,not acept,not furnished,2
1,60,1,1,acept,not furnished,1
0,76,1,0,acept,not furnished,2
1,126,2,2,acept,not furnished,3
1,169,2,3,acept,not furnished,4
1,38,1,0,acept,not furnished,1
1,45,1,0,not acept,not furnished,1
1,160,1,1,acept,not furnished,3
1,160,4,3,acept,furnished,3
0,84,1,1,acept,not furnished,2
1,64,1,2,acept,not furnished,2
0,62,1,1,acept,not furnished,2
1,46,1,1,acept,not furnished,2
1,140,3,3,acept,not furnished,3
1,175,5,3,acept,not furnished,3
1,70,1,1,acept,not furnished,3
1,315,5,2,not acept,not furnished,3
1,52,1,1,acept,furnished,1
0,120,2,5,acept,not furnished,4
1,72,2,1,acept,not furnished,2
1,140,2,2,not acept,furnished,2
1,55,1,1,acept,furnished,1
1,140,2,1,acept,furnished,3
0,75,2,1,not acept,not furnished,3
1,233,4,4,not acept,furnished,3
1,112,3,2,not acept,not furnished,3
1,83,1,1,acept,furnished,2
1,60,1,1,acept,not furnished,1
1,30,1,1,acept,furnished,1
1,50,1,1,acept,not furnished,2
1,46,1,0,not acept,furnished,1
1,42,1,1,not acept,furnished,1
0,52,1,1,acept,not furnished,2
1,380,4,6,acept,not furnished,4
0,160,2,0,acept,not furnished,3
1,90,1,0,not acept,not furnished,2
1,30,1,1,acept,furnished,1
1,219,4,3,acept,furnished,4
1,120,2,2,not acept,furnished,2
1,70,2,1,acept,not furnished,2
1,120,3,3,acept,not furnished,4
1,92,2,1,acept,furnished,2
1,40,1,1,not acept,not furnished,1
1,58,1,1,acept,not furnished,2
1,35,1,1,acept,furnished,1
0,85,1,1,acept,not furnished,1
1,170,3,2,acept,not furnished,3
1,96,1,1,not acept,furnished,3
1,42,1,1,acept,not furnished,1
1,280,4,4,acept,not furnished,3
1,44,1,1,not acept,not furnished,1
1,120,2,2,acept,furnished,3
1,180,3,2,acept,not furnished,2
1,400,4,2,acept,not furnished,5
1,22,1,0,acept,not furnished,1
1,67,1,1,acept,not furnished,2
1,75,2,2,acept,not furnished,3
1,132,5,2,not acept,furnished,3
1,62,1,1,not acept,furnished,2
1,122,3,2,not acept,not furnished,3
1,168,2,2,acept,not furnished,3
1,80,2,1,not acept,not furnished,2
1,27,1,0,acept,furnished,1
1,50,1,0,not acept,not furnished,1
0,190,2,0,not acept,not furnished,2
1,22,1,0,acept,not furnished,1
0,70,1,1,acept,furnished,1
1,60,1,0,acept,not furnished,1
1,47,1,1,acept,furnished,2
1,158,2,1,not acept,furnished,3
1,80,1,1,not acept,not furnished,2
1,245,3,4,acept,not furnished,4
1,91,2,0,acept,furnished,2
1,155,1,1,acept,not furnished,2
1,140,3,5,not acept,furnished,3
1,97,1,2,not acept,not furnished,2
1,70,1,0,not acept,not furnished,1
1,177,3,5,acept,not furnished,3
1,128,4,2,acept,not furnished,3
0,50,1,0,not acept,not furnished,2
1,162,4,3,not acept,not furnished,4
1,96,2,2,acept,not furnished,4
1,78,2,1,acept,not furnished,3
1,340,6,4,acept,not furnished,4
1,76,2,2,acept,furnished,3
1,380,5,4,acept,not furnished,4
1,180,3,4,acept,not furnished,3
1,161,2,3,acept,not furnished,2
1,45,1,1,acept,furnished,1
1,200,5,3,acept,furnished,3
1,46,1,0,acept,not furnished,1
1,50,1,1,not acept,furnished,1
1,57,2,2,not acept,not furnished,2
1,120,2,2,acept,furnished,2
0,136,4,2,not acept,not furnished,3
1,49,1,1,acept,not furnished,2
1,70,2,1,not acept,not furnished,2
1,68,2,1,acept,not furnished,2
1,45,1,1,not acept,furnished,1
0,60,2,1,not acept,not furnished,3
1,120,2,2,acept,not furnished,3
0,140,4,2,acept,not furnished,4
1,151,3,3,acept,not furnished,4
1,72,2,2,acept,not furnished,2
1,300,4,6,acept,not furnished,4
1,68,1,0,acept,not furnished,2
1,380,2,0,acept,not furnished,4
1,60,1,1,acept,not furnished,2
0,51,1,1,acept,not furnished,3
1,200,5,3,not acept,not furnished,4
1,80,3,0,acept,furnished,3
0,57,2,1,not acept,not furnished,1
1,327,4,5,acept,not furnished,5
1,48,1,1,acept,furnished,1
1,90,2,1,acept,not furnished,2
1,40,1,1,not acept,furnished,1
1,84,1,2,not acept,furnished,2
1,123,2,2,not acept,not furnished,3
1,85,1,1,acept,not furnished,2
1,113,2,1,acept,not furnished,2
1,60,1,1,acept,not furnished,2
0,62,1,1,acept,not furnished,2
1,138,4,2,acept,furnished,3
1,156,3,3,acept,furnished,3
1,280,3,4,acept,not furnished,4
1,45,1,1,not acept,furnished,1
1,180,4,3,acept,furnished,3
1,315,5,5,not acept,not furnished,4
1,117,3,1,not acept,not furnished,3
1,60,3,2,not acept,not furnished,2
1,126,1,2,acept,not furnished,3
1,65,1,0,acept,not furnished,2
1,280,4,7,acept,furnished,4
0,76,1,1,acept,not furnished,3
1,178,4,2,acept,not furnished,2
1,20,1,0,acept,furnished,1
1,400,7,0,acept,not furnished,7
1,300,5,5,not acept,not furnished,4
1,49,1,1,not acept,furnished,1
1,50,1,0,acept,not furnished,2
0,50,1,0,acept,not furnished,1
0,53,1,2,not acept,furnished,1
1,200,3,2,acept,not furnished,3
1,71,2,2,not acept,not furnished,2
1,134,5,2,acept,not furnished,3
1,250,4,4,acept,not furnished,4
1,40,1,1,acept,not furnished,1
0,60,1,0,acept,not furnished,2
1,180,4,2,acept,not furnished,4
1,68,1,1,not acept,not furnished,3
1,72,2,1,not acept,not furnished,2
1,182,2,3,acept,not furnished,3
1,45,2,1,acept,not furnished,1
1,300,3,8,acept,not furnished,4
1,130,3,2,acept,not furnished,3
1,132,2,3,acept,furnished,3
1,215,1,1,acept,not furnished,3
1,54,2,1,acept,not furnished,2
1,79,1,0,acept,not furnished,2
1,77,2,2,acept,furnished,1
1,150,3,2,acept,not furnished,3
1,310,3,2,acept,not furnished,3
1,220,2,3,acept,furnished,4
1,45,1,0,acept,not furnished,1
1,80,1,1,acept,not furnished,3
1,36,1,0,acept,not furnished,1
1,320,5,8,not acept,not furnished,3
1,179,3,3,acept,furnished,3
1,52,2,1,acept,not furnished,1
1,190,4,3,acept,furnished,4
1,105,3,1,not acept,not furnished,3
1,70,2,1,acept,not furnished,2
1,254,4,4,acept,not furnished,4
1,200,2,1,acept,not furnished,3
1,300,3,3,acept,furnished,4
1,86,2,2,not acept,not furnished,3
1,190,1,2,acept,furnished,2
1,211,2,2,acept,not furnished,3
1,38,1,0,not acept,not furnished,1
1,300,4,6,acept,not furnished,3
1,108,2,2,acept,not furnished,3
1,150,2,1,acept,not furnished,3
0,58,1,0,not acept,not furnished,1
1,198,4,3,acept,furnished,3
0,47,1,0,not acept,furnished,1
1,190,2,1,acept,furnished,3
1,22,1,0,acept,not furnished,1
1,38,1,1,acept,furnished,1
1,30,1,0,acept,furnished,1
0,500,7,4,acept,not furnished,4
1,215,1,3,acept,not furnished,3
1,50,1,1,not acept,furnished,1
1,500,7,8,not acept,furnished,7
1,17,1,0,acept,not furnished,1
1,101,2,1,acept,not furnished,3
1,87,3,0,acept,not furnished,2
1,72,1,1,acept,not furnished,2
1,123,3,2,acept,not furnished,3
1,70,1,1,acept,not furnished,2
0,40,1,0,not acept,not furnished,1
0,47,1,1,acept,not furnished,1
1,115,3,4,acept,furnished,4
1,36,1,1,acept,not furnished,1
1,340,4,3,not acept,not furnished,4
1,200,4,2,acept,not furnished,3
1,150,3,1,not acept,not furnished,3
1,98,3,2,acept,furnished,3
1,300,3,2,acept,furnished,4
1,35,1,1,not acept,not furnished,1
1,63,2,1,acept,not furnished,3
1,150,2,1,not acept,not furnished,3
1,170,3,2,acept,not furnished,3
0,110,3,2,acept,not furnished,3
1,55,1,1,not acept,furnished,2
1,47,1,0,not acept,not furnished,1
1,80,1,1,acept,not furnished,1
1,65,2,2,acept,furnished,2
0,35,1,1,not acept,furnished,1
1,100,2,0,acept,not furnished,2
1,540,7,5,acept,not furnished,4
0,47,1,0,acept,not furnished,1
1,272,5,2,acept,not furnished,5
1,90,3,1,acept,not furnished,3
1,83,2,1,acept,furnished,2
1,35,1,0,acept,not furnished,1
1,260,4,4,acept,not furnished,4
1,130,2,2,acept,not furnished,3
1,218,4,3,acept,furnished,4
1,20,1,0,not acept,furnished,1
1,70,2,2,not acept,not furnished,2
1,400,3,3,acept,not furnished,4
1,60,2,1,acept,not furnished,1
1,240,4,4,acept,not furnished,4
1,245,4,3,acept,not furnished,3
1,140,2,1,acept,furnished,3
1,120,2,0,acept,not furnished,2
1,110,3,2,not acept,not furnished,3
1,42,1,1,not acept,furnished,1
1,300,3,2,acept,furnished,2
1,50,2,1,acept,not furnished,2
1,110,3,3,not acept,furnished,4
1,72,2,1,acept,not furnished,2
1,130,4,4,acept,not furnished,3
1,170,2,1,acept,not furnished,2
0,38,1,0,not acept,not furnished,1
1,138,3,3,acept,furnished,3
0,45,1,1,not acept,furnished,1
1,230,6,5,acept,furnished,3
0,206,3,2,acept,not furnished,5
1,135,3,2,not acept,not furnished,3
1,300,2,0,acept,furnished,2
1,25,1,0,acept,not furnished,1
1,200,2,0,acept,not furnished,1
1,150,3,2,acept,not furnished,3
1,54,2,1,acept,not furnished,2
1,82,2,2,not acept,not furnished,3
1,84,2,0,acept,furnished,2
1,200,3,2,not acept,not furnished,1
1,230,3,1,not acept,not furnished,4
1,56,1,0,acept,not furnished,2
1,50,1,0,acept,not furnished,1
1,163,4,3,not acept,furnished,4
1,35,1,1,not acept,furnished,1
1,120,3,2,acept,not furnished,3
0,60,1,0,acept,not furnished,1
1,54,1,1,acept,not furnished,2
1,250,4,3,acept,not furnished,5
1,50,1,1,acept,not furnished,2
1,300,1,2,acept,not furnished,2
0,130,2,1,acept,not furnished,3
1,120,2,1,acept,not furnished,3
1,89,2,0,acept,furnished,2
0,69,2,2,acept,not furnished,3
1,55,1,0,acept,not furnished,1
1,110,2,1,acept,not furnished,3
1,50,1,1,not acept,furnished,2
0,80,1,1,acept,not furnished,3
1,66,2,1,acept,not furnished,2
1,180,4,3,acept,not furnished,3
1,135,3,1,acept,not furnished,2
1,74,1,1,acept,not furnished,2
1,56,1,1,acept,not furnished,2
0,40,1,1,acept,not furnished,1
1,86,2,2,acept,furnished,3
1,70,2,0,not acept,not furnished,2
1,30,1,0,acept,not furnished,1
1,438,6,5,not acept,not furnished,5
0,72,1,2,acept,not furnished,2
1,66,1,1,not acept,furnished,1
0,70,1,1,acept,not furnished,2
1,1000,7,4,acept,furnished,4
0,380,6,6,not acept,not furnished,4
0,248,4,4,acept,not furnished,3
1,109,1,1,acept,not furnished,3
0,135,2,2,acept,not furnished,3
1,54,2,1,acept,not furnished,2
1,170,3,2,acept,not furnished,3
1,45,1,2,acept,furnished,1
1,180,4,3,acept,furnished,3
0,51,1,0,acept,not furnished,2
1,166,2,2,acept,not furnished,3
1,350,4,4,acept,not furnished,4
0,63,1,1,acept,not furnished,2
1,73,2,1,acept,not furnished,2
1,126,4,3,acept,not furnished,3
1,87,2,1,acept,not furnished,2
1,171,5,3,acept,not furnished,3
1,65,2,1,not acept,not furnished,3
1,63,1,2,acept,not furnished,2
1,59,2,1,acept,not furnished,2
1,70,1,0,not acept,not furnished,2
1,90,1,1,acept,not furnished,2
1,35,1,0,acept,not furnished,2
1,30,1,1,acept,furnished,1
1,61,2,2,not acept,furnished,1
0,54,1,1,acept,furnished,1
1,32,1,1,acept,not furnished,1
0,90,2,1,acept,not furnished,3
1,93,1,1,not acept,furnished,2
0,44,1,0,acept,not furnished,1
1,220,4,4,acept,not furnished,4
1,100,2,0,acept,not furnished,2
1,55,2,1,not acept,not furnished,2
1,100,3,1,not acept,furnished,2
1,35,1,1,acept,furnished,1
1,60,2,1,not acept,furnished,2
1,162,4,0,acept,not furnished,3
1,165,3,2,acept,not furnished,4
1,97,3,2,acept,furnished,2
0,55,1,0,acept,not furnished,1
1,230,3,3,not acept,not furnished,3
1,77,2,1,acept,not furnished,2
1,42,1,1,not acept,not furnished,1
1,180,3,1,not acept,not furnished,3
1,50,1,1,acept,not furnished,2
1,200,2,3,acept,not furnished,5
1,290,3,4,acept,not furnished,6
1,49,1,0,not acept,furnished,1
1,38,1,1,acept,furnished,1
1,280,6,3,acept,not furnished,4
1,68,2,0,not acept,furnished,2
1,70,3,1,acept,not furnished,2
0,280,3,3,acept,not furnished,4
1,140,2,3,acept,furnished,3
1,225,3,2,acept,not furnished,4
1,70,1,2,not acept,not furnished,2
1,81,1,1,acept,not furnished,3
1,19,1,0,not acept,not furnished,1
1,233,5,4,acept,furnished,4
1,43,1,1,not acept,not furnished,2
1,50,1,0,not acept,not furnished,1
1,54,1,1,not acept,furnished,1
1,50,1,1,acept,furnished,1
1,336,4,6,acept,not furnished,4
1,208,3,3,acept,furnished,3
1,150,2,2,acept,not furnished,2
0,200,2,3,acept,not furnished,3
1,200,3,2,acept,furnished,2
1,40,1,0,acept,not furnished,2
1,35,1,0,acept,not furnished,1
1,35,1,0,acept,not furnished,1
1,90,2,2,acept,furnished,3
1,300,2,5,acept,not furnished,3
1,520,4,8,not acept,not furnished,3
1,180,4,4,acept,not furnished,3
1,160,1,2,acept,not furnished,3
1,72,2,1,acept,not furnished,2
1,43,1,0,acept,furnished,1
1,120,2,2,acept,not furnished,3
1,70,1,0,acept,not furnished,2
1,86,2,1,acept,not furnished,3
1,67,2,2,acept,not furnished,2
1,37,1,1,acept,not furnished,1
1,350,5,5,acept,not furnished,3
0,70,1,2,acept,not furnished,1
1,159,2,2,acept,not furnished,2
1,220,2,2,acept,not furnished,6
1,70,1,1,not acept,not furnished,3
1,164,4,2,not acept,not furnished,4
1,190,3,1,acept,furnished,3
1,190,2,2,acept,not furnished,3
1,35,1,0,acept,not furnished,1
0,110,3,2,acept,not furnished,3
1,65,2,1,acept,furnished,3
1,392,5,5,acept,not furnished,3
1,114,4,2,acept,not furnished,4
1,190,4,2,not acept,not furnished,4
1,115,1,0,acept,not furnished,2
1,65,1,0,not acept,not furnished,2
1,59,1,1,acept,not furnished,2
1,68,2,2,acept,furnished,2
1,46,1,0,acept,not furnished,1
1,57,2,2,acept,not furnished,2
0,48,1,1,acept,not furnished,2
1,245,4,3,acept,not furnished,4
1,20,1,0,acept,furnished,1
1,45,1,0,not acept,not furnished,1
0,60,2,1,acept,not furnished,1
1,76,2,2,acept,not furnished,2
1,84,2,1,acept,not furnished,2
1,101,2,2,acept,furnished,3
1,310,3,3,acept,not furnished,4
1,183,3,4,acept,not furnished,4
1,73,2,2,acept,not furnished,2
1,290,3,2,not acept,furnished,4
1,150,4,4,not acept,furnished,3
1,68,2,2,not acept,not furnished,2
1,51,1,0,acept,not furnished,1
1,120,1,0,not acept,not furnished,2
1,146,4,4,acept,not furnished,3
1,104,2,2,acept,not furnished,3
1,146,4,2,acept,furnished,3
0,200,3,3,acept,not furnished,3
1,44,1,0,not acept,not furnished,1
1,42,1,2,acept,furnished,1
0,60,1,1,acept,not furnished,2
1,60,2,2,acept,not furnished,2
0,50,1,1,not acept,not furnished,1
1,63,2,1,acept,not furnished,2
1,70,2,4,acept,not furnished,2
1,130,2,2,not acept,not furnished,3
1,30,1,0,acept,not furnished,1
1,36,1,0,acept,furnished,1
1,257,4,4,not acept,not furnished,4
1,198,3,0,acept,not furnished,3
1,280,5,2,acept,furnished,5
1,373,4,3,acept,not furnished,4
1,300,3,2,not acept,furnished,2
1,220,3,3,acept,furnished,3
1,50,1,0,not acept,not furnished,1
0,110,2,1,acept,not furnished,3
1,280,5,4,acept,not furnished,5
1,400,4,3,acept,not furnished,4
1,245,5,4,acept,furnished,3
1,320,3,2,acept,not furnished,3
1,209,4,3,not acept,not furnished,4
1,360,5,5,acept,furnished,4
1,113,3,2,acept,not furnished,2
1,75,1,1,not acept,not furnished,3
0,73,1,1,acept,not furnished,3
1,130,2,1,acept,not furnished,3
1,160,3,3,acept,furnished,3
1,220,4,3,acept,furnished,3
1,185,3,2,acept,not furnished,3
1,37,1,1,not acept,not furnished,1
1,60,1,0,acept,furnished,2
1,70,1,1,acept,not furnished,1
1,50,1,0,not acept,not furnished,2
1,85,1,0,acept,not furnished,2
0,55,1,1,acept,not furnished,2
1,185,5,2,acept,furnished,3
1,380,5,6,acept,furnished,4
1,76,2,2,acept,not furnished,3
1,560,4,0,acept,furnished,4
1,34,1,0,not acept,not furnished,1
1,30,1,0,not acept,furnished,1
1,70,2,2,acept,not furnished,2
1,245,4,3,acept,not furnished,3
1,132,2,0,acept,furnished,2
1,55,1,1,acept,not furnished,2
1,157,1,2,acept,not furnished,3
